id,title,alternative_title,country_code,publisher_name,publication_fee,submission_fee,language,license,keywords,added_date,last_updated,publication_time_weeks,plagiarism_detection,oa_start_year,apc_amount,print_issn,electronic_issn,website,subjects,country_name,continent,in_doaj,seal
003fb4f7bff442efa8f43adf1c8f2ff9,Ankara Üniversitesi Eğitim Bilimleri Fakültesi Özel Eğitim Dergisi,Ankara University Faculty of Educational Sciences Journal of Special Education,,Ankara University,,,"TR, EN",CC BY-NC,"special education, disability, special needs",2023-08-25T14:13:38Z,2024-11-28T15:36:59Z,64,True,2015,,,,,Special aspects of education,No especificado,No especificado,True,False
00411c0f7c5b4664a77027010889284c,International Journal of Islamic Thought,,,Universiti Kebangsaan Malaysia,,,"AR, EN, MS",CC BY-NC-ND,"islamic studies, islamic thought, islamic philosophy, islamic theology",2013-04-19T14:37:58Z,2024-11-28T15:34:24Z,25,False,2012,,,,,Islam,No especificado,No especificado,True,False
0043218855474097973a8dd5f19997b5,Clinical and Research Journal in Internal Medicine,CRJIM,,Universitas Brawijaya,,,EN,CC BY,"internal medicine, medical education, internist, case reports, review article, clinical research",2023-02-13T15:33:25Z,2024-11-28T15:35:28Z,5,True,2020,,,,,Medicine (General),No especificado,No especificado,True,False
0049033cb3c04384b9841636636d6353,Foods and Raw Materials,,,Kemerovo State University,,,EN,CC BY,"biotechnology, chemistry and ecology, food science, agricultural sciences, biology, veterinary sciences",2018-07-02T18:32:05Z,2024-11-28T15:38:29Z,24,True,2013,,,,,Food processing and manufacture,No especificado,No especificado,True,False
004e135fffee4ef693ae38dc14193b3f,Вестник рентгенологии и радиологии,Journal of Radiology and Nuclear Medicine,,"Luchevaya Diagnostika, LLC",,,"RU, EN",CC BY-NC,"radiology, imaging, ct, mri, x ray, contrast agent",2020-08-26T16:05:15Z,2024-11-28T15:35:25Z,36,True,2014,,,,,Medical physics. Medical radiology. Nuclear medicine,No especificado,No especificado,True,False
0053df6128024d4a8d32e792ec864231,Vegetation Classification and Survey (VCS),,,Pensoft Publishers,,,EN,CC BY,"new vegetation typologies, vegetation mapping, ecosystem modelling, nature conservation, land use management, vegetation classification",2020-05-27T11:13:57Z,2024-11-28T15:38:00Z,12,False,2020,,,,,Environmental sciences,No especificado,No especificado,True,True
0057e40afd8d4818903f1c5b74d95b6e,Patristica et Mediaevalia,,,Universidad de Buenos Aires,,,"ES, PT, IT, DE, FR, EN",CC BY-SA,"medieval philosophy, humanities, middle ages, medieval thought",2020-10-13T18:59:48Z,2024-11-28T15:35:20Z,15,False,2019,,,,,"History of scholarship and learning. The humanities, Philosophy (General)",No especificado,No especificado,True,False
0059b3e34a0d4e5f809b8c1096dd42f5,Ciência da Informação em Revista,,,Universidade Federal de Alagoas,,,PT,CC BY,"information science, library science, librarianship, museology",2019-08-03T23:42:36Z,2024-11-28T15:34:24Z,15,False,2014,,,,,"Museums. Collectors and collecting, Bibliography. Library science. Information resources",No especificado,No especificado,True,False
005ac383a4994582b305b1b8c96dacd2,Advances in Oceanography and Limnology,,,PAGEPress Publications,,,EN,CC BY-NC,"ecology, oceanography, limnology, water quality, water toxicology, marine and freshwater ecosystmes",2017-05-24T06:52:47Z,2025-02-09T14:54:29Z,12,True,2015,,,,,Ecology,No especificado,No especificado,True,True
00608856161d40b697e33a1fdd006c51,Boletim Geográfico do Rio Grande do Sul,Boletim Geográfico do RGS,,"Secretaria de Planejamento, Governança e Gestão do Estado do Rio Grande do Sul",,,"PT, ES",CC BY,geography,2017-09-22T13:11:50Z,2024-11-28T15:34:25Z,16,False,1955,,,,,"Physical geography, Geography (General)",No especificado,No especificado,True,False
006ca105ba2a4c0c944023e3170023a4,"Journal of Engineering, Project, and Production Management",,,"Engineering, Project, and Production Management (EPPM)",,,EN,CC BY-NC-ND,"engineering management, project management, production management",2012-08-19T08:06:49Z,2024-11-28T15:33:54Z,12,False,2011,,,,,Industrial engineering. Management engineering,No especificado,No especificado,True,False
006d7bc21afd44709bb40f9bfafc3fe0,GéoProximitéS,GPS,,Quamoter,,,FR,CC BY-NC-SA,"proximity, geography, social sciences, location, interaction",2024-02-18T21:17:10Z,2024-11-28T15:37:29Z,15,True,2023,,,,,Geography. Anthropology. Recreation,No especificado,No especificado,True,False
00754952923f49808abe37af8b836e2d,گردشگری و اوقات فراغت,Tourism and Leisure Time Journal,,University of Science and Culture,,,"EN, FA",CC BY,"tourism, leisure, travel, tourists, destination, recreation",2024-10-30T14:25:49Z,2024-11-28T15:38:22Z,9,True,2013,,,,,Social sciences (General),No especificado,No especificado,True,False
0077c5e06f224446aac192d4f0e7defd,Principia: An International Journal of Epistemology,,,Universidade Federal de Santa Catarina,,,"EN, FR, PT, ES",CC BY-NC-ND,"theory of knowledge, philosophy of science, philosophy of language, ontology, logic, epistemology",2012-03-07T18:31:45Z,2024-11-28T15:33:54Z,18,False,1997,,,,,"Philosophy. Psychology. Religion, Philosophy (General)",No especificado,No especificado,True,False
00792664679840d1a7348b630e62372c,Journal of Small Business Strategy,JSBS,,Middle Tennessee State University,,,EN,CC BY-NC-ND,"small business, entrepreneurship, management",2018-03-14T20:08:55Z,2024-11-28T15:33:55Z,4,False,1990,,,,,Business,No especificado,No especificado,True,False
00858c60407b4c3496a75ef576ff5415,"Reabilitacijos Mokslai: Slauga, Kineziterapija, Ergoterapija","Rehabilitation Sciences: Nursing, Physiotherapy, Occupational Therapy",,Lithuanian Sports University,,,"EN, LT",CC BY,"physiotherapy, occupational therapy, nursing, rehabilitation, health",2021-05-28T10:16:57Z,2024-11-28T15:36:07Z,24,True,2020,,,,,"Nursing, Internal medicine",No especificado,No especificado,True,False
00879cce8e774f04b72a23919c3ec74f,Graduate Medical Education Research Journal,GMERJ,,University of Nebraska Medical Center,,,EN,CC BY-NC-ND,"clinical outcomes, health policy/advocacy, global health, medical education, patient safety",2025-01-30T12:58:51Z,2025-01-30T12:58:51Z,24,True,2019,,,,,Medicine (General),No especificado,No especificado,True,False
008bdcc4d805489999669b9d8fa8005a,South Asia Multidisciplinary Academic Journal,SAMAJ,,Centre d’Etudes de l’Inde et de l’Asie du Sud,,,EN,CC BY-NC-ND,"social sciences, south asia, humanities",2009-05-12T11:34:28Z,2024-11-28T15:37:50Z,32,False,2007,,,,,Social Sciences,No especificado,No especificado,True,False
008e9712ea7d4bd98104d89b5128953a,Journal of the Egyptian National Cancer Institute,,,SpringerOpen,,,EN,CC BY,"cancer, chemotherapy, neoplasia, oncology",2016-05-10T11:36:34Z,2024-11-28T15:33:44Z,11,True,2011,,,,,Neoplasms. Tumors. Oncology. Including cancer and carcinogens,No especificado,No especificado,True,True
009c4371a0d7441e8725115317fc7979,Tiempos Modernos: Revista Electrónica de Historia Moderna,,,Asociación Mundos Modernos,,,"EN, FR, ES",Publisher's own license,"history, early modern history",2005-06-27T12:46:42Z,2025-02-25T00:25:08Z,25,False,2000,,,,,"History (General), Modern history, 1453-",No especificado,No especificado,True,False
00a05d64e06d49c38766791bd17b9f13,Proyecciones,,,Universidad Nacional de La Plata,,,"PT, EN, ES",CC BY-NC-ND,"accounting, accountability, financial reporting, sustainability reporting, integrated reporting",2021-04-21T17:46:36Z,2024-11-28T15:33:49Z,32,True,2014,,,,,"Accounting. Bookkeeping, Finance",No especificado,No especificado,True,False
00a17fd2545a4ed4a9cf3b3e85598c73,Revista de Educação Matemática,REMat,,Sociedade Brasileira de Educação Matemática,,,PT,CC BY-NC,"didactics of mathematics, mathematics education, mathematics teaching",2019-04-12T20:10:16Z,2024-11-28T15:35:19Z,15,True,2017,,,,,"Special aspects of education, Theory and practice of education, Mathematics",No especificado,No especificado,True,False
00ab07bee006472491791e157008e421,Harmoni Sosial: Jurnal Pendidikan IPS,,,Universitas Negeri Yogyakarta,,,ID,CC BY-SA,"history, economics, sociology, geography",2016-02-04T13:24:54Z,2024-11-28T15:36:25Z,24,False,2014,,,,,"Social Sciences, Social sciences (General)",No especificado,No especificado,True,False
00b0ef650cd741759107b15462a2c25a,Jurnal Smart,SMART STKIPMPL,,Universitas Muhammadiyah Pringsewu,,,EN,CC BY-SA,"applied linguistics, english language",2020-11-18T03:18:09Z,2024-11-28T15:33:19Z,10,False,2015,,,,,"Education (General), English language",No especificado,No especificado,True,False
00b5a1e84f5e41fab2f00bfced85cf8b,International Clinical Neuroscience Journal,,,Shahid Beheshti University of Medical Sciences,,,EN,CC BY,"apoptosis, multiple sclerosis, cancer children, memory modeling, headache",2019-07-05T22:21:48Z,2024-11-28T15:36:12Z,4,True,2014,,,,,Medicine,No especificado,No especificado,True,False
00bc04d35a0d4cf99db9227e58f1a5f0,Indian Journal of Dental Sciences,,,Wolters Kluwer Medknow Publications,,,EN,CC BY-NC-SA,dentistry,2017-12-07T14:25:52Z,2024-11-28T15:38:16Z,35,True,2009,,,,,Dentistry,No especificado,No especificado,True,False
00c4bb2ee62f4cf985980c7dca852c55,European Psychiatry,,,Cambridge University Press,,,EN,"CC BY, CC BY-NC-SA, CC BY-NC-ND","mental health, psychiatry, psychological medicine, cognitive science, behavioural science",2020-05-04T11:02:25Z,2024-11-28T15:38:01Z,6,False,2020,,,,,Psychiatry,No especificado,No especificado,True,False
00c839990af24aa1a3aa72a87a8c4058,Estudios Avanzados,,,Universidad de Santiago de Chile,,,"PT, ES",CC BY,"humanities, social sciences, politics, international relations, history, anthropology",2015-06-10T15:35:51Z,2024-11-28T15:36:14Z,9,False,2009,,,,,General Works,No especificado,No especificado,True,False
00cbdb7b35304b2ca9485868def687ea,Significação: Revista de Cultura Audiovisual,,,Universidade de São Paulo,,,"EN, PT, ES",CC BY-NC,"film, audiovisual",2015-08-11T19:37:17Z,2024-11-28T15:36:14Z,24,False,1974,,,,,Visual arts,No especificado,No especificado,True,False
00cf9e64dc334a1a986347daeb3da541,Fragmenta entomologica,FE,,University La Sapienza of Rome,,,"IT, EN",CC BY-NC,"entomology, taxonomy, morphology, arthropods, molecular philogeny",2015-11-16T12:28:41Z,2024-11-28T15:36:26Z,10,False,2006,,,,,Zoology,No especificado,No especificado,True,False
00cf9ec0afd04cbaa36d5997c06f8edc,Logical Methods in Computer Science,LMCS,,Logical Methods in Computer Science e.V.,,,EN,CC BY,"theoretical computer science, logical methods",2004-09-24T15:36:18Z,2025-01-28T15:45:00Z,33,False,2004,,,,,"Logic, Electronic computers. Computer science",No especificado,No especificado,True,False
00d02e37b2c0401fb8c1a1186beb6bb9,MIX: Jurnal Ilmiah Manajemen,MIX,,Universitas Mercu Buana,,,"EN, ID",CC BY-SA,"management, finance, human resource, marketing, operation, strategic",2018-10-09T08:25:41Z,2024-11-28T15:36:24Z,4,True,2013,,,,,"Management. Industrial management, Finance",No especificado,No especificado,True,False
00d135fb3dbd4af3a809931bf97a05d0,European Journal of Case Reports in Internal Medicine,EJCRIM,,SMC MEDIA SRL,,,EN,CC BY-NC-ND,"internal medicine, young internist, case report, educational value",2017-05-30T12:46:07Z,2024-11-28T15:33:33Z,8,True,2014,,,,,Medicine,No especificado,No especificado,True,False
00d58d4ed6d440fd915cba504c4e00c7,Perspectives in Education,PiE,,University of the Free State,,,EN,CC BY,"education, higher education, teaching, pedagogy, learning, e-learning",2021-03-25T15:36:01Z,2024-11-28T15:37:30Z,12,True,2010,,,,,"Education (General), Special aspects of education",No especificado,No especificado,True,False
00d6163fb43b4d8688f414d9727bd1fd,Scientific African,,,Elsevier,,,EN,"CC BY, CC BY-NC-ND","africa, science",2018-12-31T14:59:13Z,2024-11-28T15:36:47Z,10,False,2018,,,,,Science,No especificado,No especificado,True,False
00db4a1485de46da8bc2c8b6d748fa22,Journal of English Language Pedagogy and Practice,,,"Islamic Azad University, Tabriz Branch",,,EN,CC BY-NC,"foreign language, applied linguistics, bilingual education, psycholinguistics, applied phonetics",2019-01-27T17:03:54Z,2024-11-28T15:35:30Z,16,True,2008,,,,,Language and Literature,No especificado,No especificado,True,False
00e17a8c9b2d4181adfe78405aa9de82,Revista Estudios de Políticas Públicas,,,Universidad de Chile,,,"ES, EN, PT",CC BY-NC-ND,"public politics, latin america, public management",2020-12-23T20:09:57Z,2024-11-28T15:34:25Z,18,True,2015,,,,,Political institutions and public administration (General),No especificado,No especificado,True,False
00e18ebf4d7046ddbc9742a317566f66,Revista de Homeopatia,,,Associação Paulista de Homeopatia,,,"EN, PT",CC BY,"alternative medicine, homeopathy",2010-02-10T14:40:01Z,2024-11-28T15:36:29Z,24,False,2009,,,,,"Medicine, Homeopathy",No especificado,No especificado,True,False
00e57bd7d269470daf5cc6d58c8fb3f7,Zhongguo youliao zuowu xuebao,Chinese Journal of Oil Crop Sciences,,"Oil Crops Research Institute, Chinese Academy of Agricultural Sciences",,,ZH,CC BY-NC-ND,"oil crops, genetics and breeding, germplasm resources, plant protection and cultivation, oil detection and quality inspection",2021-07-05T06:52:52Z,2024-11-28T15:36:23Z,20,True,2021,,,,,Plant culture,No especificado,No especificado,True,False
00e70dd02d1e47eebb8423d6f4750c01,Revista Tribuna Internacional,,,Universidad de Chile,,,"EN, ES",CC BY-SA,"private international right, international relations, public international law, international law of human rights",2018-03-06T12:42:22Z,2024-11-28T15:34:47Z,12,False,2012,,,,,"Law in general. Comparative and uniform law. Jurisprudence, Private international law. Conflict of laws, International relations",No especificado,No especificado,True,False
00eab5634fd34ab9afa8dd5d63e53141,Kredo: Jurnal Ilmiah Bahasa dan Sastra,,,Universitas Muria Kudus,,,ID,CC BY-NC-SA,"language, literature, linguistic studies",2021-02-03T04:34:33Z,2024-11-28T15:36:07Z,24,True,2017,,,,,Literature (General),No especificado,No especificado,True,False
00eca38c29154810bfc831e79a78cc24,Cultura giuridica e diritto vivente,,,Università degli Studi di Urbino Carlo Bo,,,"EN, IT",CC BY,"living law, law history, human rights, juridical culture",2017-10-26T13:47:28Z,2024-11-28T15:34:54Z,4,False,2014,,,,,Law,No especificado,No especificado,True,False
00edc2b73d0a496490055e6773eedebc,Tópicos,Revista de Filosofía de Santa Fe,,Asociación Revista de Filosofía de Santa Fe,,,"PT, ES",CC BY-NC-SA,"philosophy, phenomenology, hermeneutics, enlightenment, history of philosophy",2020-04-21T16:20:43Z,2024-11-28T15:34:23Z,24,True,2003,,,,,Philosophy (General),No especificado,No especificado,True,False
00f6bb37a93b4cdf8fb8a6e0fa54beb7,Pharmaciana,,,Universitas Ahmad Dahlan,,,EN,CC BY-SA,"analytical pharmacy, medicinal chemistry, pharmacology, community pharmacy, pharmaceutical technology, biology pharmacy",2021-05-31T07:41:52Z,2024-11-28T15:34:54Z,8,True,2011,,,,,Pharmacy and materia medica,No especificado,No especificado,True,False
00f804eb7e21489ba9d2c6097f62db86,Frontiers in Conservation Science,,,Frontiers Media S.A.,,,EN,CC BY,"animal conservation, genomics, biodiversity, plant conservation, wildlife conservation, wildlife management",2021-03-26T11:52:19Z,2024-11-28T15:37:48Z,13,True,2020,,,,,"General. Including nature conservation, geographical distribution",No especificado,No especificado,True,True
00fce6dc4ee4432797df1fcb8f24b6f4,Living Reviews in Relativity,,,SpringerOpen,,,EN,CC BY,"physics, relativity",2003-06-06T00:00:00Z,2024-11-28T15:36:13Z,20,True,1998,,,,,Atomic physics. Constitution and properties of matter,No especificado,No especificado,True,True
0109fb66eb2f49689c85cafe84d9aedf,دانش و پژوهش در روان‌شناسی کاربردی,Knowledge and Research in Applied Psychology,,"Islamic Azad University, Isfahan",,,FA,CC BY,"educational psychology, clinical psychology, general psychology, applied linguistics, industrial and organizational psychology, health psychology",2022-12-21T07:17:22Z,2025-01-17T13:32:01Z,48,True,2011,,,,,"Special aspects of education, Philosophy. Psychology. Religion",No especificado,No especificado,True,False
010a02b2d9744d0699ddc5718c9f1a1d,Asia Pacific,,,University of Sindh,,,EN,CC BY-NC,"asia pacific region, economic, social, security, political affairs, strategic development",2023-08-30T12:50:47Z,2024-11-28T15:36:59Z,12,True,2017,,,,,"History of Asia, Political institutions and public administration - Asia (Asian studies only), Social sciences and state - Asia (Asian studies only)",No especificado,No especificado,True,False
010d191adafa44a499061ae2cd68b2af,Cahiers Africains des Droits de l’Homme et de la Démocratie ainsi que du Développement Durable,CADHD-DD,,Institut Africain des Droits de l'homme et de la Démocratie,,,"FR, EN",CC BY-NC,"human rights, democracy, rule of law, sustainable development, good governance, bibliology",2022-05-30T07:36:51Z,2024-11-28T15:37:13Z,4,True,2021,,,,,Law,No especificado,No especificado,True,False
010d293819744353acba9cf2687c4a00,توسعه کارآفرینی,Journal of Entrepreneurship Development,,The University of Tehran,,,EN,CC BY-NC,"entrepreneurship, marketing, innovation, business, economics, startups",2024-04-30T13:15:57Z,2024-11-28T15:35:16Z,15,True,2008,,,,,"Marketing. Distribution of products, General Works",No especificado,No especificado,True,False
010e998e390d4db2ae1d636066e06e25,Health Technology Assessment in Action,,,Tehran University of Medical Sciences,,,EN,CC BY-NC,"health technology assessment, safety, evaluation, vaccines, medical equipment",2021-03-24T12:33:19Z,2024-11-28T15:35:46Z,12,True,2017,,,,,Economic biology,No especificado,No especificado,True,False
010ef63c18874328b2e406aece63434c,Medical Journal of Babylon,,,Wolters Kluwer Medknow Publications,,,EN,CC BY-NC-SA,"medicine, biomedical sciences, clinical medicine",2019-02-15T11:12:13Z,2024-11-28T15:38:16Z,8,True,2018,,,,,Medicine,No especificado,No especificado,True,False
010f100d62a3421b91b364982574ccb0,European Geologist,,,European Federation of Geologists,,,EN,CC BY,"geosciences, geology",2021-07-26T10:35:44Z,2024-11-28T15:36:54Z,8,True,2016,,,,,Geology,No especificado,No especificado,True,False
0111c0739df045c1871717d272d2da48,"Plural: History, Culture, Society",,,Editura ARC,,,"RU, RO, DE, FR, EN",CC BY-NC-ND,"history, culture, society",2017-03-23T09:21:08Z,2025-02-25T15:05:54Z,16,True,2015,,,,,History of Eastern Europe,No especificado,No especificado,True,False
01140bcee50541fa8dc983e96e935a00,"Вестник Пермского национального исследовательского политехнического университета. Геология, нефтегазовое и горное дело",Perm Journal of Petroleum and Mining Engineering,,Perm National Research Polytechnic University,,,"RU, EN",CC BY-NC,"energy, engineering, environmental science",2018-09-12T09:46:45Z,2025-03-06T06:26:21Z,18,False,1999,,,,,Environmental sciences,No especificado,No especificado,True,False
0119451d86ea40b39f76b1c71592dd82,Indonesian Journal of Islam and Muslim Societies,IJIMS,,IAIN Salatiga,,,EN,CC BY-SA,"islam, islamic text, islamic humanities, muslim societies, islamic history",2016-04-04T16:35:12Z,2024-11-28T15:35:21Z,24,False,2011,,,,,"Philosophy. Psychology. Religion, Islam. Bahai Faith. Theosophy, etc., Islam",No especificado,No especificado,True,False
011d53305c524a83bc783f11a4ffc7d6,Revista Herediana de Rehabilitación,,,"School of Medical Technology, Faculty of Medicine, Universidad Peruana Cayetano Heredia",,,"PT, EN, ES",CC BY,"physical rehabilitation, hearing, speech and language therapy, public health",2022-05-26T13:08:55Z,2024-11-28T15:36:26Z,12,True,2016,,,,,"Medical technology, Therapeutics. Pharmacology",No especificado,No especificado,True,False
0120495c80df467b9d4880e8f08becb3,Sophía: Colección de Filosofía de la Educación,Sophía,,Universidad Politécnica Salesiana,,,"ES, EN",CC BY-NC-SA,"philosophy of education, epistemology of education, theories of education, methods of education",2016-03-07T15:22:57Z,2024-11-28T15:37:19Z,12,True,2009,,,,,"Education (General), Philosophy (General)",No especificado,No especificado,True,False
012147c22adc4cdebd1edc2c51518dc0,Asia-Pacific Journal of Ophthalmology,,,Elsevier,,,EN,"CC BY, CC BY-NC-ND","ophthalmology, glaucoma, cataract, retina, ocular oncology, optometry",2020-08-05T02:43:52Z,2024-11-28T15:37:59Z,9,True,2019,,,,,Ophthalmology,No especificado,No especificado,True,False
01229b2437fb4c13b692520215ab4f07,Indian Journal of Neonatal Medicine and Research,IJNMR,,JCDR Research and Publications Pvt. Ltd.,,,EN,CC BY-NC-ND,"neonatology, perinatology, paediatrics, obstetrics",2016-10-03T14:20:42Z,2024-11-28T15:36:44Z,12,False,2013,,,,,"Medicine, Pediatrics",No especificado,No especificado,True,False
012482ef768141a991eff3f438577ac8,DAPesquisa,,,Universidade do Estado de Santa Catarina,,,PT,CC BY,"performing arts, visual arts, music, design, fashion",2019-02-17T00:24:22Z,2024-11-28T15:34:24Z,50,False,2008,,,,,"Arts in general, Visual arts",No especificado,No especificado,True,False
0126bcbc5eab46b89c362c1a41906745,Food Agricultural Sciences and Technology (FAST),,,Mahasarakham University,,,EN,CC BY-ND,"food science, agricultural sciences, food technology",2023-08-22T10:14:10Z,2024-11-28T15:36:59Z,8,True,2020,,,,,Agriculture,No especificado,No especificado,True,False
012b976cc57e4ce1955628e280adde9d,Tropical Cyclone Research and Review,,,"KeAi Communications Co., Ltd.",,,EN,"CC BY, CC BY-NC-ND","tropical cyclones, forecasts and warnings, risk assessments, tropical cyclone monitoring, disaster prevention and mitigation, risk communication",2020-02-11T10:53:00Z,2024-11-28T15:38:02Z,30,True,2012,,,,,"Physical geography, Environmental sciences",No especificado,No especificado,True,False
013440fd4bbd414ba2c7baf25e38f92c,Nomenclatura,Nomenclatura: Aproximaciones a los Estudios Hispánicos,,University of Kentucky,,,"EN, ES",CC BY,"hispanic studies, cultural studies, hispanic culture, hispanic literature",2019-09-03T10:28:22Z,2024-11-28T15:35:33Z,20,False,2011,,,,,"Latin America. Spanish America, French literature - Italian literature - Spanish literature - Portuguese literature",No especificado,No especificado,True,False
013443cb64e94a6194c28708f04edfca,Multidisciplinary Journal of School Education,,,Ignatianum University Press,,,"EN, ES",CC BY-ND,"education, school, teaching, learning, pedagogy",2022-07-26T09:37:50Z,2024-11-28T15:37:06Z,25,True,2012,,,,,Education,No especificado,No especificado,True,False
01351203015d45f7915f5209f196bce6,Progress in Fishery Sciences,Yuye kexue jinzhan,,"Science Press, PR China",,,"ZH, EN",CC BY-NC,fishery,2016-03-23T14:14:09Z,2024-11-28T15:36:28Z,30,True,2009,,,,,Aquaculture. Fisheries. Angling,No especificado,No especificado,True,False
0136f5bf1a5944e88101b6865839c14f,حسابداری ارزشی و رفتاری,Iranian Journal of Valued and Behavioral Accounting,,Kharazmi University,,,FA,CC BY-NC-ND,"environmental accounting, social responsibility, accountability, behavioral accounting, forensic accounting, ethical issues in accounting and auditing",2021-06-16T12:32:34Z,2024-11-28T15:35:07Z,6,True,2016,,,,,Accounting. Bookkeeping,No especificado,No especificado,True,False
0137dc87fbb046659da297ad34328a17,Educação & Linguagem,,,Universidade Metodista de São Paulo,,,PT,CC BY-NC,"education and language, education policy, teachers training",2017-05-20T19:42:08Z,2024-11-28T15:34:55Z,15,False,2007,,,,,"Education (General), Theory and practice of education",No especificado,No especificado,True,False
013e5a6329704c3e91f28389d237cc01,Economía Teoría y Práctica,,,Universidad Autónoma Metropolitana,,,"EN, ES",CC BY,"economic convergence, economic policies, economic development, economics of technological innovation",2017-06-10T20:02:56Z,2024-11-28T15:34:37Z,40,True,2008,,,,,"Economic history and conditions, Economics as a science",No especificado,No especificado,True,False
013f7dd29fcc41d0916fd2070ef93730,Politeja,,,Ksiegarnia Akademicka Publishing,,,"PL, EN",CC BY-NC-ND,"political studies, law, sociology, european union, international relations, cultural studies",2021-11-23T13:50:30Z,2024-11-28T15:33:20Z,70,False,2013,,,,,"Law, Political science",No especificado,No especificado,True,False
01402bac966c4e22930006640e2ece88,Journal of Medical Physics,,,Wolters Kluwer Medknow Publications,,,EN,CC BY-NC-SA,"radiotherapy, radiodiagnosis, nuclear medicine, radiation protection, radiobiology",2006-05-22T15:56:43Z,2024-11-28T15:38:13Z,25,True,2006,,,,,Medical physics. Medical radiology. Nuclear medicine,No especificado,No especificado,True,False
0144db32fba247f8be4c55d3ed835e8f,Медицина болю,Pain Medicine,,Interdisciplinary Academy of Pain Medicine,,,"EN, RU, UK",CC BY,"alliative care, palliative care, pain medicine, anesthesiology",2019-01-19T09:52:37Z,2024-11-28T15:34:24Z,8,True,2016,,,,,Anesthesiology,No especificado,No especificado,True,False
014607dc6eb34a729074e8848868d94d,مهندسی مکانیک شریف,Sharif Journal of Mechanical Engineering,,Sharif University of Technology,,,FA,CC BY,"automation and control, fluid mechanics and hydrodynamics, heat transfer, energy conversion, biomechanics, design and manufacturing",2023-11-30T15:02:30Z,2024-11-28T15:37:50Z,24,True,2013,,,,,Mechanical engineering and machinery,No especificado,No especificado,True,False
014850470c6045b497d64abad23a9ccb,Annals of Intensive Care,,,SpringerOpen,,,EN,CC BY,"critical care, intensive care medicine",2012-06-11T10:09:50Z,2024-11-28T15:34:45Z,13,True,2011,,,,,Medical emergencies. Critical care. Intensive care. First aid,No especificado,No especificado,True,True
