PT	AU	BA	CA	GP	RI	OI	BE	Z2	AU	AA	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	VN	VH	DI	D2	L1	L2	L3	EA	SU	DT	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	G1	NR	CR	LA	AS	AC	CG	DG	C1	C3	EC	DE	DA	UT	PM	
J	Fernández-Godino, M.Giselle				Fernández-Godino, M./AAG-4922-2019; PARK, CHANYOUNG/AAL-1685-2020						Review of multi-fidelity models								Arxiv											2	2;2017-06-12;https://www.arxiv.org/abs/1609.07196v3| 1;2024-05-01;	arXiv:1609.07196			http://creativecommons.org/licenses/by-sa/4.0/	http://creativecommons.org/licenses/by-sa/4.0/			preprint	May 01 2024	2024	Multi-fidelity models provide a framework for integrating computational models of varying complexity, allowing for accurate predictions while optimizing computational resources. These models are especially beneficial when acquiring high-accuracy data is costly or computationally intensive. This review offers a comprehensive analysis of multi-fidelity models, focusing on their applications in scientific and engineering fields, particularly in optimization and uncertainty quantification. It classifies publications on multi-fidelity modeling according to several criteria, including application area, surrogate model selection, types of fidelity, combination methods and year of publication. The study investigates techniques for combining different fidelity levels, with an emphasis on multi-fidelity surrogate models. This work discusses reproducibility, open-sourcing methodologies and benchmarking procedures to promote transparency. The manuscript also includes educational toy problems to enhance understanding. Additionally, this paper outlines best practices for presenting multi-fidelity-related savings in a standardized, succinct and yet thorough manner. The review concludes by examining current trends in multi-fidelity modeling, including emerging techniques, recent advancements, and promising research directions.																																	2025-11-07	PPRN:49279810		
J	Drinfeld, Vladimir										The Prismatization								Arxiv											3	3;2024-04-30;https://www.arxiv.org/abs/2005.04746v7| 2;2024-02-26;https://www.arxiv.org/abs/2005.04746v6| 1;2020-05-10;https://www.arxiv.org/abs/2005.04746v5	arXiv:2005.04746			http://arxiv.org/licenses/nonexclusive-distrib/1.0/	http://arxiv.org/licenses/nonexclusive-distrib/1.0/			preprint	Apr 30 2024	2024	The eventual goal is to construct three related “prismatization” functors from the category of p-adic formal schemes to that of formal stacks. This should provide a good category of coefficients for prismatic cohomology in the spirit of F-gauges. In this article we define and study the three versions of the prismatization of Spf Zp.																																	2024-05-21	PPRN:12053116		
J	Lehnert, Lucas; Sukhbaatar, Sainbayar; Su, Dijia; Zheng, Qinqing; Mcvay, Paul; Rabbat, Michael; Tian, Yuandong				Rabbat, Michael/G-4582-2012						Beyond A*: Better Planning with Transformers via Search Dynamics Bootstrapping								Arxiv											2	2;2024-04-26;https://www.arxiv.org/abs/2402.14083v2| 1;2024-02-21;https://www.arxiv.org/abs/2402.14083v1	arXiv:2402.14083			http://arxiv.org/licenses/nonexclusive-distrib/1.0/	http://arxiv.org/licenses/nonexclusive-distrib/1.0/			preprint	Apr 26 2024	2024	While Transformers have enabled tremendous progress in various application settings, such architectures still trail behind traditional symbolic planners for solving complex decision making tasks. In this work, we demonstrate how to train Transformers to solve complex planning tasks. This is accomplished by training an encoder -decoder Transformer model to predict the search dynamics of the A ∗ search algorithm. We fine tune this model to obtain a Searchformer, , a Transformer model that optimally solves previously unseen Sokoban puzzles 93.7% of the time, while using up to 26.8% fewer search steps than the A ∗ implementation that was used for training initially. In our training method, A ∗ ’s search dynamics are expressed as a token sequence outlining when task states are added and removed into the search tree during symbolic planning. Searchformer significantly outperforms baselines that predict the optimal plan directly with a 5–10× smaller model size and a 10× smaller training dataset. Lastly, we demonstrate how Searchformer scales to larger and more complex decision making tasks with improved percentage of solved tasks and shortened search dynamics.																																	2024-05-15	PPRN:87799471		
J	Enis, Maxim; Hopkins, Mark										From LLM to NMT: Advancing Low-Resource Machine Translation with Claude								Arxiv											1	1;2024-04-22;https://www.arxiv.org/abs/2404.13813v1	arXiv:2404.13813			http://creativecommons.org/licenses/by/4.0/	http://creativecommons.org/licenses/by/4.0/			preprint	Apr 22 2024	2024	We show that Claude 3 Opus, a large language model (LLM) released by Anthropic in March 2024, exhibits stronger machine translation competence than other LLMs. Though we find evidence of data contamination with Claude on FLORES-200, we curate new benchmarks that corroborate the effectiveness of Claude for low-resource machine translation into English. We find that Claude has remarkable textit{resource efficiency} -- the degree to which the quality of the translation model depends on a language pair's resource level. Finally, we show that advancements in LLM translation can be compressed into traditional neural machine translation (NMT) models. Using Claude to generate synthetic data, we demonstrate that knowledge distillation advances the state-of-the-art in Yoruba-English translation, meeting or surpassing strong baselines like NLLB-54B and Google Translate.																																	2024-04-30	PPRN:88601131		
J	Siththaranjan, Anand; Laidlaw, Cassidy; Hadfield-Menell, Dylan										Distributional Preference Learning: Understanding and Accounting for Hidden Context in RLHF								Arxiv											2	2;2024-04-17;https://www.arxiv.org/abs/2312.08358v2| 1;2023-12-13;https://www.arxiv.org/abs/2312.08358v1	arXiv:2312.08358			http://arxiv.org/licenses/nonexclusive-distrib/1.0/	http://arxiv.org/licenses/nonexclusive-distrib/1.0/			preprint	Apr 17 2024	2024	In practice, preference learning from human feedback depends on incomplete data with hidden context. Hidden context refers to data that affects the feedback received, but which is not represented in the data used to train a preference model. This captures common issues of data collection, such as having human annotators with varied preferences, cognitive processes that result in seemingly irrational behavior, and combining data labeled according to different criteria. We prove that standard applications of preference learning, including reinforcement learning from human feedback (RLHF), implicitly aggregate over hidden contexts according to a well-known voting rule called Borda count. We show this can produce counter -intuitive results that are very different from other methods which implicitly aggregate via expected utility. Furthermore, our analysis formalizes the way that preference learning from users with diverse values tacitly implements a social choice function. A key implication of this result is that annotators have an incentive to misreport their preferences in order to influence the learned model, leading to vulnerabilities in the deployment of RLHF. As a step towards mitigating these problems, we introduce a class of methods called distributional preference learning (DPL). DPL methods estimate a distribution of possible score values for each alternative in order to better account for hidden context. Experimental results indicate that applying DPL to RLHF for LLM chatbots identifies hidden context in the data and significantly reduces subsequent jailbreak vulnerability. 																																	2024-04-27	PPRN:86567330		
J	Kadkhodaie, Zahra; Guth, Florentin; Simoncelli, Eero P.; Mallat, Stephane				Mallat, Stephane/OHR-9738-2025						GENERALIZATION IN DIFFUSION MODELS ARISES FROM GEOMETRY-ADAPTIVE HARMONIC REPRESENTATIONS								Arxiv											2	2;2024-04-12;https://www.arxiv.org/abs/2310.02557v3| 1;2024-03-15;https://www.arxiv.org/abs/2310.02557v2	arXiv:2310.02557			http://creativecommons.org/licenses/by/4.0/	http://creativecommons.org/licenses/by/4.0/			preprint	Apr 12 2024	2024	Deep neural networks (DNNs) trained for image denoising are able to generate highquality samples with score-based reverse diffusion algorithms. These impressive capabilities seem to imply an escape from the curse of dimensionality, but recent reports of memorization of the training set raise the question of whether these networks are learning the “true” continuous density of the data. Here, we show that two DNNs trained on non-overlapping subsets of a dataset learn nearly the same score function, and thus the same density, when the number of training images is large enough. In this regime of strong generalization, diffusion-generated images are distinct from the training set, and are of high visual quality, suggesting that the inductive biases of the DNNs are well-aligned with the data density. We analyze the learned denoising functions and show that the inductive biases give rise to a shrinkage operation in a basis adapted to the underlying image. Examination of these bases reveals oscillating harmonic structures along contours and in homogeneous regions. We demonstrate that trained denoisers are inductively biased towards these geometry-adaptive harmonic bases since they arise not only when the network is trained on photographic images, but also when it is trained on image classes supported on low-dimensional manifolds for which the harmonic basis is suboptimal. Finally, we show that when trained on regular image classes for which the optimal basis is known to be geometry-adaptive and harmonic, the denoising performance of the networks is near-optimal.																																	2024-04-27	PPRN:86282365		
J	Luo, Zhengyi; Cao, Jinkun; Merel, Josh; Winkler, Alexander; Huang, Jing; Kitani, Kris; Xu, Weipeng										UNIVERSAL HUMANOID MOTION REPRESENTATIONS FOR PHYSICS-BASED CONTROL								Arxiv											2	2;2024-04-12;https://www.arxiv.org/abs/2310.04582v2| 1;2023-10-06;https://www.arxiv.org/abs/2310.04582v1	arXiv:2310.04582			http://creativecommons.org/licenses/by-nc-sa/4.0/	http://creativecommons.org/licenses/by-nc-sa/4.0/			preprint	Apr 12 2024	2024	We present a universal motion representation that encompasses a comprehensive range of motor skills for physics-based humanoid control. Due to the high dimensionality of humanoids and the inherent difficulties in reinforcement learning, prior methods have focused on learning skill embeddings for a narrow range of movement styles (e.g. locomotion, game characters) from specialized motion datasets. This limited scope hampers their applicability in complex tasks. We close this gap by significantly increasing the coverage of our motion representation space. To achieve this, we first learn a motion imitator that can imitate all of human motion from a large, unstructured motion dataset. We then create our motion representation by distilling skills directly from the imitator. This is achieved by using an encoder-decoder structure with a variational information bottleneck. Additionally, we jointly learn a prior conditioned on proprioception (humanoid’s own pose and velocities) to improve model expressiveness and sampling efficiency for downstream tasks. By sampling from the prior, we can generate long, stable, and diverse human motions. Using this latent space for hierarchical RL, we show that our policies solve tasks using human-like behavior. We demonstrate the effectiveness of our motion representation by solving generative tasks (e.g. strike, terrain traversal) and motion tracking using VR controllers.																																	2024-04-25	PPRN:85571718		
J	Luongo, Orlando; Muccino, Marco				Luongo, Orlando/J-5328-2016; Muccino, Marco/JZD-9643-2024						Model independent cosmographic constraints from DESI 2024								Arxiv											1	1;2024-04-10;https://www.arxiv.org/abs/2404.07070v1	arXiv:2404.07070			http://arxiv.org/licenses/nonexclusive-distrib/1.0/	http://arxiv.org/licenses/nonexclusive-distrib/1.0/			preprint	Apr 10 2024	2024	In this study, we explore model independent constraints on the universe kinematics up to the snap and jerk hierarchical terms. To do so, we consider the latest Baryon Acoustic Oscillation (BAO) release provided by the DESI collaboration, tackling the rd parameter to span within the range [144, 152] Mpc, with fixed step, δ rd = 2 Mpc, aligning with Planck and DESI results. Thus, employing Monte Carlo Markov chain analyses, we place stringent constraints on the cosmographic series, incorporating three combinations of data catalogs: the first BAO with observational Hubble data, the second BAO with type Ia supernovae, and the last including all three data sets. Our results conclusively constrain the cosmographic series, say the deceleration q0 , the jerk j0 , and the snap s0 parameters, at the 2–σ level, showcasing a significant departure on j0 even at 1–σ confidence level, albeit being compatible with the ΛCDM paradigm on q0 and s0 , at 2–σ level. Analogously, the h0 tension appears alleviated in the second hierarchy, say including snap. Finally, a direct comparison with the ΛCDM, wCDM models and the Chevallier-Polarski-Linder parametrization is reported, definitively favoring the wCDM scenario.																																	2024-04-24	PPRN:88478872		
J	Zhao, Sijie; Chen, Hao; Zhang, Xueliang; Xiao, Pengfeng; Bai, Lei; Ouyang, Wanli				Xiao, Pengfeng/A-8143-2016; Ouyang, Wanli/I-7135-2018						RS-Mamba for Large Remote Sensing Image Dense Prediction								Arxiv											2	2;2024-04-10;https://www.arxiv.org/abs/2404.02668v2| 1;2024-04-03;https://www.arxiv.org/abs/2404.02668v1	arXiv:2404.02668			http://arxiv.org/licenses/nonexclusive-distrib/1.0/	http://arxiv.org/licenses/nonexclusive-distrib/1.0/			preprint	Apr 10 2024	2024	Context modeling is critical for remote sensing image dense prediction tasks. Nowadays, the growing size of very-high-resolution (VHR) remote sensing images poses challenges in effectively modeling context. While transformer-based models possess global modeling capabilities, they encounter computational challenges when applied to large VHR images due to their quadratic complexity. The conventional practice of cropping large images into smaller patches results in a notable loss of contextual information. To address these issues, we propose the Remote Sensing Mamba (RSM) for dense prediction tasks in large VHR remote sensing images. RSM is specifically designed to capture the global context of remote sensing images with linear complexity, facilitating the effective processing of large VHR images. Considering that the land covers in remote sensing images are distributed in arbitrary spatial directions due to characteristics of remote sensing over-head imaging, the RSM incorporates an omnidirectional selective scan module to globally model the context of images in multiple directions, capturing large spatial features from various directions. Extensive experiments on semantic segmentation and change detection tasks across various land covers demonstrate the effectiveness of the proposed RSM. We designed simple yet effective models based on RSM, achieving state-of-the-art performance on dense prediction tasks in VHR remote sensing images without fancy training strategies. Leveraging the linear complexity and global modeling capabilities, RSM achieves better efficiency and accuracy than transformer-based models on large remote sensing images. Interestingly, we also demonstrated that our model generally performs better with a larger image size on dense prediction tasks. 																																	2024-05-22	PPRN:88390497		
J	Liu, Junpeng; Song, Yifan; Lin, Bill Yuchen; Lam, Wai; Neubig, Graham; Li, Yuanzhi; Yue, Xiang				Lam, Wai/GNW-3026-2022						VisualWebBench: How Far Have Multimodal LLMs Evolved in Web Page Understanding and Grounding?								Arxiv											1	1;2024-04-09;https://www.arxiv.org/abs/2404.05955v1	arXiv:2404.05955			http://arxiv.org/licenses/nonexclusive-distrib/1.0/	http://arxiv.org/licenses/nonexclusive-distrib/1.0/			preprint	Apr 09 2024	2024	Multimodal Large Language models (MLLMs) have shown promise in web-related tasks, but evaluating their performance in the web domain remains a challenge due to the lack of comprehensive benchmarks. Existing benchmarks are either designed for general multimodal tasks, failing to capture the unique characteristics of web pages, or focus on end-to-end web agent tasks, unable to measure fine-grained abilities such as OCR, understanding, and grounding. In this paper, we introduce bench{}, a multimodal benchmark designed to assess the capabilities of MLLMs across a variety of web tasks. bench{} consists of seven tasks, and comprises 1.5K human-curated instances from 139 real websites, covering 87 sub-domains. We evaluate 14 open-source MLLMs, Gemini Pro, Claude-3 series, and GPT-4V(ision) on bench{}, revealing significant challenges and performance gaps. Further analysis highlights the limitations of current MLLMs, including inadequate grounding in text-rich environments and subpar performance with low-resolution image inputs. We believe bench{} will serve as a valuable resource for the research community and contribute to the creation of more powerful and versatile MLLMs for web-related applications.																																	2024-04-22	PPRN:88469443		
